YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,SCORE
2017,2020,1929,PRIVATE,11,University-Rosedale,42 BARTON AVE,4,24,91
2017,2020,1955,PRIVATE,08,Eglinton-Lawrence,2125 AVENUE RD,4,33,83
2017,2020,1950,PRIVATE,08,Eglinton-Lawrence,2181 AVENUE RD,4,64,87
2018,2020,1927,PRIVATE,11,University-Rosedale,69 BALDWIN ST,3,17,69
2017,2020,1960,PRIVATE,09,Davenport,480 CALEDONIA RD,4,28,78
2017,2020,1964,PRIVATE,21,Scarborough Centre,123 BELLAMY RD N,12,250,82
2017,2020,1950,PRIVATE,14,Toronto-Danforth,818 BROADVIEW AVE,3,31,80
2018,2020,1923,PRIVATE,09,Davenport,1212 BLOOR ST W,3,16,72
2018,2020,1927,PRIVATE,11,University-Rosedale,828 SHAW ST,3,17,57
2017,2020,1961,PRIVATE,21,Scarborough Centre,821 KENNEDY RD,6,59,81
2017,2020,1993,SOCIAL HOUSING,21,Scarborough Centre,2155 LAWRENCE AVE E,11,243,79
2017,2020,1900,PRIVATE,13,Toronto Centre,561 JARVIS ST,3,28,63
2017,2020,1987,SOCIAL HOUSING,14,Toronto-Danforth,58 LEWIS ST,4,15,81
2017,2020,1969,PRIVATE,21,Scarborough Centre,807 KENNEDY RD,5,34,84
2017,2020,1988,SOCIAL HOUSING,14,Toronto-Danforth,1187-1189 QUEEN ST E,4,34,78
2017,2020,1955,PRIVATE,08,Eglinton-Lawrence,839 ROSELAWN AVE,7,36,88
2017,2020,1960,PRIVATE,24,Scarborough-Guildwood,550 SCARBOROUGH GOLF CLUB RD,12,200,81
2017,2020,1967,PRIVATE,21,Scarborough Centre,833 KENNEDY RD,7,54,83
2017,2020,1955,PRIVATE,21,Scarborough Centre,1191 BIRCHMOUNT RD,4,41,73
2017,2020,1983,TCHC,08,Eglinton-Lawrence,3174 BATHURST ST,12,181,91
2017,2020,1989,SOCIAL HOUSING,14,Toronto-Danforth,502 EASTERN AVE,5,19,85
2019,2020,1931,PRIVATE,04,Parkdale-High Park,3 ELM GROVE AVE,3,12,65
2017,2020,1930,PRIVATE,12,Toronto-St. Paul's,28 BALMORAL AVE,3,27,69
2017,2020,1930,PRIVATE,12,Toronto-St. Paul's,26 BALMORAL AVE,3,28,69
2017,2020,1935,PRIVATE,04,Parkdale-High Park,7 BRULE TER,3,13,75
2017,2020,1937,PRIVATE,08,Eglinton-Lawrence,1798 EGLINTON AVE W,3,34,63
2017,2020,1928,PRIVATE,12,Toronto-St. Paul's,42 VAUGHAN RD,3,15,77
2018,2020,1920,PRIVATE,04,Parkdale-High Park,467 RONCESVALLES AVE,4,15,79
2018,2020,1959,PRIVATE,19,Beaches-East York,608 DAWES RD,6,84,60
2019,2020,1970,PRIVATE,02,Etobicoke Centre,320 THE WEST MALL,3,17,71
2017,2020,1966,PRIVATE,06,York Centre,555 SHEPPARD AVE W,12,112,81
2017,2020,1954,PRIVATE,08,Eglinton-Lawrence,1500 EGLINTON AVE W,4,34,71
2017,2020,1925,PRIVATE,12,Toronto-St. Paul's,326 AVENUE RD,3,18,72
2017,2020,1925,PRIVATE,12,Toronto-St. Paul's,330 AVENUE RD,3,19,73
2017,2020,1969,PRIVATE,08,Eglinton-Lawrence,2200 AVENUE RD,16,152,81
2017,2020,1960,PRIVATE,04,Parkdale-High Park,111 RUNNYMEDE RD,4,16,75
2017,2020,1965,PRIVATE,06,York Centre,535 SHEPPARD AVE W,12,83,83
2017,2020,1974,PRIVATE,02,Etobicoke Centre,63 WIDDICOMBE HILL BLVD,17,233,88
2017,2020,1957,TCHC,08,Eglinton-Lawrence,3 LEILA LANE,3,31,70
2018,2020,1928,PRIVATE,13,Toronto Centre,438 JARVIS ST,3,30,74
2019,2020,1958,PRIVATE,14,Toronto-Danforth,15 GAMBLE AVE,3,27,78
2017,2020,1964,PRIVATE,14,Toronto-Danforth,20 GAMBLE AVE,12,213,87
2019,2020,1960,PRIVATE,14,Toronto-Danforth,27 GAMBLE AVE,6,75,86
2017,2020,1957,PRIVATE,04,Parkdale-High Park,130 TYNDALL AVE,5,37,80
2017,2020,2009,SOCIAL HOUSING,12,Toronto-St. Paul's,201 VAUGHAN RD,3,30,81
2017,2020,1952,PRIVATE,11,University-Rosedale,468 SUMMERHILL AVE,3,34,87
2018,2020,1952,PRIVATE,11,University-Rosedale,470 SUMMERHILL AVE,3,17,87
2017,2020,1957,PRIVATE,12,Toronto-St. Paul's,642 VAUGHAN RD,4,23,83
2017,2020,1966,PRIVATE,10,Spadina-Fort York,50 STEPHANIE ST,24,284,84
2017,2020,1970,PRIVATE,04,Parkdale-High Park,70 WILSON PARK RD,3,25,75
2020,2020,1989,PRIVATE,13,Toronto Centre,55 MUTUAL ST,3,40,76
2017,2020,1950,PRIVATE,15,Don Valley West,823 MILLWOOD RD,4,13,90
2018,2020,1929,PRIVATE,12,Toronto-St. Paul's,57 LAWTON BLVD,4,12,64
2017,2020,1912,PRIVATE,10,Spadina-Fort York,255 DOVERCOURT RD,3,16,85
2017,2020,1975,PRIVATE,19,Beaches-East York,2263 QUEEN ST E,3,18,68
2017,2020,1966,SOCIAL HOUSING,11,University-Rosedale,300 SHAW ST,3,32,78
2017,2020,1914,PRIVATE,04,Parkdale-High Park,310 RONCESVALLES AVE,4,13,70
2017,2020,1956,PRIVATE,11,University-Rosedale,1 ROSEDALE RD,4,25,81
2019,2020,1959,PRIVATE,04,Parkdale-High Park,140 SPRINGHURST AVE,5,20,74
2017,2020,1970,PRIVATE,14,Toronto-Danforth,33 GAMBLE AVE,4,28,80
2017,2020,1964,PRIVATE,14,Toronto-Danforth,72 GAMBLE AVE,12,212,81
2017,2020,1970,SOCIAL HOUSING,19,Beaches-East York,418 DAWES RD,5,49,69
2017,2020,1969,PRIVATE,11,University-Rosedale,95 DAVENPORT RD,3,26,76
2017,2020,2007,SOCIAL HOUSING,09,Davenport,46 DELAWARE AVE,3,14,80
2017,2020,1930,PRIVATE,10,Spadina-Fort York,115 EUCLID AVE,3,16,79
2017,2020,1957,TCHC,08,Eglinton-Lawrence,87 AMARANTH CRT,4,30,71
2017,2020,1955,PRIVATE,03,Etobicoke-Lakeshore,2844 BLOOR ST W,3,14,84
2017,2020,1955,PRIVATE,03,Etobicoke-Lakeshore,2846 BLOOR ST W,4,16,85
2017,2020,1959,PRIVATE,06,York Centre,4141 BATHURST ST,3,30,92
2017,2020,2005,SOCIAL HOUSING,10,Spadina-Fort York,552 ADELAIDE ST W,5,84,88
2017,2020,1950,SOCIAL HOUSING,06,York Centre,4085 BATHURST ST,3,10,79
2018,2020,1958,PRIVATE,06,York Centre,4087 BATHURST ST,3,11,84
2017,2020,1989,SOCIAL HOUSING,11,University-Rosedale,805 BLOOR ST W,4,24,74
2018,2020,1928,PRIVATE,13,Toronto Centre,432 JARVIS ST,3,26,73
2017,2020,1960,PRIVATE,13,Toronto Centre,433 JARVIS ST,9,144,79
2017,2020,1953,PRIVATE,05,York South-Weston,33 FLAMBOROUGH DR,3,43,64
2017,2020,1950,PRIVATE,12,Toronto-St. Paul's,1582 BATHURST ST,3,33,74
2017,2020,1965,PRIVATE,12,Toronto-St. Paul's,95 LAWTON BLVD,7,60,73
2017,2020,1955,PRIVATE,12,Toronto-St. Paul's,567 AVENUE RD,11,63,80
2017,2020,1932,PRIVATE,09,Davenport,10 BEACONSFIELD AVE,4,11,81
2017,2020,1973,PRIVATE,14,Toronto-Danforth,1111 BROADVIEW AVE,4,41,88
2019,2020,1958,PRIVATE,17,Don Valley North,688 SHEPPARD AVE E,4,35,76
2017,2020,1975,PRIVATE,04,Parkdale-High Park,494 RUNNYMEDE RD,3,36,77
2017,2020,1959,PRIVATE,05,York South-Weston,2050 KEELE ST,9,187,83
2017,2020,1940,PRIVATE,09,Davenport,19-21 RUSHOLME RD,3,11,91
2017,2020,1960,PRIVATE,12,Toronto-St. Paul's,54 RAGLAN AVE,4,16,74
2017,2020,1939,PRIVATE,04,Parkdale-High Park,57 SPENCER AVE,3,19,80
2017,2020,1939,PRIVATE,04,Parkdale-High Park,59 SPENCER AVE,3,19,75
2017,2020,1962,PRIVATE,04,Parkdale-High Park,1 SPRINGHURST AVE,5,41,82
2017,2020,1974,PRIVATE,14,Toronto-Danforth,45 GAMBLE AVE,6,49,82
2017,2020,1968,PRIVATE,14,Toronto-Danforth,130 GOWAN AVE,12,160,80
2017,2020,1911,PRIVATE,13,Toronto Centre,67 GLOUCESTER ST,3,15,76
2017,2020,1905,PRIVATE,09,Davenport,1 HAVELOCK ST,3,18,80
2017,2020,1957,TCHC,08,Eglinton-Lawrence,7 FLEMINGTON RD,4,30,73
2017,2020,1957,TCHC,08,Eglinton-Lawrence,9 FLEMINGTON RD,4,30,72
2017,2020,1957,TCHC,08,Eglinton-Lawrence,11 FLEMINGTON RD,4,31,73
2017,2020,1930,PRIVATE,09,Davenport,1044 COLLEGE ST,3,43,77
2017,2020,1959,PRIVATE,19,Beaches-East York,612 DAWES RD,5,60,73
2017,2020,1955,PRIVATE,12,Toronto-St. Paul's,3 CLAXTON BLVD,3,19,77
2017,2020,1973,PRIVATE,14,Toronto-Danforth,55 COSBURN AVE,12,155,85
2017,2020,1962,PRIVATE,02,Etobicoke Centre,311 THE WEST MALL,7,109,70
2017,2020,1970,PRIVATE,02,Etobicoke Centre,361 THE WEST MALL,16,141,75
2017,2020,1960,PRIVATE,06,York Centre,45 FAYWOOD BLVD,4,33,81
2017,2020,1960,PRIVATE,06,York Centre,55 FAYWOOD BLVD,4,33,76
2017,2020,1955,PRIVATE,19,Beaches-East York,127 GLENWOOD CRES,3,57,68
2017,2020,1957,TCHC,08,Eglinton-Lawrence,1 FLEMINGTON RD,3,31,68
2017,2020,1957,TCHC,08,Eglinton-Lawrence,3 FLEMINGTON RD,3,31,73
2017,2020,1918,PRIVATE,12,Toronto-St. Paul's,62 ORIOLE GDNS,3,13,65
2017,2020,1929,SOCIAL HOUSING,12,Toronto-St. Paul's,175 VAUGHAN RD,4,29,77
2017,2020,1958,PRIVATE,16,Don Valley East,2 SWIFT DR,4,61,96
2017,2020,1960,PRIVATE,06,York Centre,8 VINCI CRES,4,33,79
2017,2020,1960,PRIVATE,06,York Centre,59 VINCI CRES,4,33,78
2017,2020,1960,PRIVATE,06,York Centre,3905 BATHURST ST,5,50,77
2017,2020,1950,PRIVATE,06,York Centre,4234 BATHURST ST,3,13,70
2017,2020,1956,PRIVATE,06,York Centre,4238 BATHURST ST,3,13,71
2017,2020,1968,PRIVATE,09,Davenport,531 CALEDONIA RD,4,24,75
2017,2020,1955,PRIVATE,08,Eglinton-Lawrence,3253 BATHURST ST,4,22,81
2017,2020,1955,PRIVATE,08,Eglinton-Lawrence,3255 BATHURST ST,4,22,81
2017,2020,1957,TCHC,08,Eglinton-Lawrence,1 REPLIN RD,3,31,74
2017,2020,1957,TCHC,08,Eglinton-Lawrence,4 REPLIN RD,4,30,63
2017,2020,1927,PRIVATE,04,Parkdale-High Park,117 RUNNYMEDE RD,4,42,79
2018,2020,1969,PRIVATE,22,Scarborough-Agincourt,3747 SHEPPARD AVE E,4,37,77
2017,2020,1958,PRIVATE,15,Don Valley West,75 PETMAN AVE,3,26,84
2018,2020,1940,PRIVATE,08,Eglinton-Lawrence,284 LAWRENCE AVE W,3,15,65
2017,2020,1960,PRIVATE,04,Parkdale-High Park,170 JAMESON AVE,11,86,78
2017,2020,1958,PRIVATE,08,Eglinton-Lawrence,775 LAWRENCE AVE W,3,10,78
2017,2020,1977,TCHC,12,Toronto-St. Paul's,70 DUNFIELD AVE,16,156,78
2017,2020,1910,PRIVATE,13,Toronto Centre,592 CHURCH ST,3,12,72
2017,2020,1910,SOCIAL HOUSING,04,Parkdale-High Park,1387 QUEEN ST W,4,23,73
2017,2020,1928,PRIVATE,12,Toronto-St. Paul's,63 ROEHAMPTON AVE,4,56,84
2017,2020,1967,PRIVATE,04,Parkdale-High Park,59 RONCESVALLES AVE,4,38,73
2018,2020,1960,PRIVATE,06,York Centre,5 ROSSEAU RD,3,11,75
2017,2020,1971,TCHC,02,Etobicoke Centre,49 SCARLETTWOOD CRT,4,14,72
2017,2020,1955,PRIVATE,06,York Centre,9 ROSSEAU RD,3,11,78
2017,2020,1951,PRIVATE,03,Etobicoke-Lakeshore,135 EIGHTH ST,4,47,81
2017,2020,1960,PRIVATE,03,Etobicoke-Lakeshore,139 EIGHTH ST,3,47,83
2017,2020,1960,PRIVATE,03,Etobicoke-Lakeshore,143 EIGHTH ST,4,47,81
2017,2020,1963,PRIVATE,15,Don Valley West,420 EGLINTON AVE E,5,44,79
2017,2020,1965,PRIVATE,15,Don Valley West,435 EGLINTON AVE E,12,52,86
2017,2020,1960,PRIVATE,19,Beaches-East York,510 DAWES RD,4,62,69
2017,2020,1965,PRIVATE,15,Don Valley West,485 EGLINTON AVE E,12,108,86
2017,2020,1950,PRIVATE,19,Beaches-East York,514 DAWES RD,4,34,64
2017,2020,1953,PRIVATE,19,Beaches-East York,516 DAWES RD,4,46,69
2017,2020,1960,PRIVATE,08,Eglinton-Lawrence,570 EGLINTON AVE W,3,11,68
2017,2020,1965,PRIVATE,02,Etobicoke Centre,336 THE WEST MALL,3,10,78
2017,2020,1960,PRIVATE,09,Davenport,3 THORNTON AVE,3,17,81
2017,2020,1941,TCHC,08,Eglinton-Lawrence,840 EGLINTON AVE W,4,40,67
2017,2020,1960,PRIVATE,03,Etobicoke-Lakeshore,147 EIGHTH ST,4,52,81
2017,2020,1955,PRIVATE,15,Don Valley West,341 FORMAN AVE,4,15,85
2017,2020,1960,SOCIAL HOUSING,08,Eglinton-Lawrence,1674 EGLINTON AVE W,4,40,78
2017,2020,1960,PRIVATE,12,Toronto-St. Paul's,1675 EGLINTON AVE W,3,37,78
2017,2020,1951,PRIVATE,03,Etobicoke-Lakeshore,148 ISLINGTON AVE,4,38,79
2017,2020,1951,PRIVATE,03,Etobicoke-Lakeshore,170 ISLINGTON AVE,4,47,78
2017,2020,1957,TCHC,08,Eglinton-Lawrence,1 OLD MEADOW LANE,4,30,68
2017,2020,1920,PRIVATE,12,Toronto-St. Paul's,1 MALLORY GDNS,4,35,78
2017,2020,1920,PRIVATE,12,Toronto-St. Paul's,8 MALLORY GDNS,4,36,73
2017,2020,1972,PRIVATE,22,Scarborough-Agincourt,2727 VICTORIA PARK AVE,13,178,83
2017,2020,1963,TCHC,02,Etobicoke Centre,58 WATERTON RD,6,47,71
2017,2020,1970,PRIVATE,08,Eglinton-Lawrence,595 BROOKDALE AVE,7,47,78
2017,2020,1957,PRIVATE,05,York South-Weston,3 NASHVILLE AVE,4,21,81
2017,2020,1957,PRIVATE,15,Don Valley West,657 BALLIOL ST,4,29,72
2017,2020,1960,PRIVATE,21,Scarborough Centre,879 KENNEDY RD,4,29,86
2017,2020,2003,SOCIAL HOUSING,08,Eglinton-Lawrence,651 LAWRENCE AVE W,3,24,89
2017,2020,1967,PRIVATE,08,Eglinton-Lawrence,1049 LAWRENCE AVE W,3,20,84
2017,2020,1985,SOCIAL HOUSING,24,Scarborough-Guildwood,4201 KINGSTON RD,3,41,80
2017,2020,1978,SOCIAL HOUSING,21,Scarborough Centre,1290 DANFORTH RD,8,179,89
2017,2020,1957,PRIVATE,05,York South-Weston,8 HECTOR AVE,3,18,68
2017,2020,1975,PRIVATE,24,Scarborough-Guildwood,3434 EGLINTON AVE E,17,214,80
2017,2020,1984,SOCIAL HOUSING,01,Etobicoke North,30 HUMBERLINE DR,19,176,81
2017,2020,1994,SOCIAL HOUSING,24,Scarborough-Guildwood,228 GALLOWAY RD,5,60,86
2017,2020,1962,PRIVATE,15,Don Valley West,15 MALLORY CRES,3,34,89
2017,2020,1940,PRIVATE,08,Eglinton-Lawrence,2674 YONGE ST,3,31,76
2017,2020,1965,PRIVATE,15,Don Valley West,345 MERTON ST,10,109,81
2017,2020,1956,PRIVATE,15,Don Valley West,501 MOUNT PLEASANT RD,4,28,88
2017,2020,2006,PRIVATE,15,Don Valley West,1425 BAYVIEW AVE,4,14,98
2017,2020,1986,SOCIAL HOUSING,01,Etobicoke North,20 HUMBERLINE DR,11,104,80
2017,2020,1952,PRIVATE,06,York Centre,390-398 WILSON AVE,3,40,76
2017,2020,1962,PRIVATE,16,Don Valley East,35 ST DENNIS DR,10,331,81
2017,2020,1952,PRIVATE,06,York Centre,400-406 WILSON AVE,3,33,84
2017,2020,1955,PRIVATE,06,York Centre,4114 BATHURST ST,4,17,80
2017,2020,1920,PRIVATE,12,Toronto-St. Paul's,321 LONSDALE RD,5,12,66
2017,2020,1960,PRIVATE,06,York Centre,3908 BATHURST ST,4,29,76
2017,2020,1957,PRIVATE,12,Toronto-St. Paul's,44 BALLIOL ST,4,30,68
2017,2020,1960,PRIVATE,08,Eglinton-Lawrence,2895 BATHURST ST,5,60,76
2017,2020,1970,PRIVATE,08,Eglinton-Lawrence,3171 BATHURST ST,6,47,81
2017,2020,1965,PRIVATE,08,Eglinton-Lawrence,3311 BATHURST ST,9,102,79
2017,2020,1958,PRIVATE,08,Eglinton-Lawrence,3388 BATHURST ST,4,34,73
2017,2020,1960,PRIVATE,19,Beaches-East York,2903 ST CLAIR AVE E,3,12,69
2018,2020,1952,PRIVATE,02,Etobicoke Centre,440 RATHBURN RD,7,80,76
2017,2020,1970,PRIVATE,02,Etobicoke Centre,1 RABBIT LANE,7,33,72
2017,2020,1935,PRIVATE,12,Toronto-St. Paul's,190 COLIN AVE,6,40,74
2017,2020,1970,PRIVATE,19,Beaches-East York,390 DAWES RD,14,246,75
2018,2020,1950,PRIVATE,12,Toronto-St. Paul's,701 EGLINTON AVE W,4,32,84
2017,2020,1930,PRIVATE,12,Toronto-St. Paul's,779 EGLINTON AVE W,3,17,80
2019,2020,2003,SOCIAL HOUSING,19,Beaches-East York,419 COXWELL AVE,3,44,73
2017,2020,1920,PRIVATE,12,Toronto-St. Paul's,137 EGLINTON AVE W,3,18,70
2018,2020,1950,PRIVATE,12,Toronto-St. Paul's,697 EGLINTON AVE W,4,33,82
2018,2020,1950,PRIVATE,12,Toronto-St. Paul's,699 EGLINTON AVE W,4,27,84
2019,2020,2016,PRIVATE,19,Beaches-East York,763 WOODBINE AVE,7,64,83
2017,2020,1950,PRIVATE,12,Toronto-St. Paul's,117 OLD FOREST HILL RD,3,28,79
2017,2020,1967,PRIVATE,12,Toronto-St. Paul's,130 OLD FOREST HILL RD,6,42,93
2019,2020,1954,PRIVATE,21,Scarborough Centre,1601 VICTORIA PARK AVE,4,54,75
2019,2020,1954,PRIVATE,21,Scarborough Centre,1607 VICTORIA PARK AVE,4,54,71
2017,2020,1950,PRIVATE,06,York Centre,408-414 WILSON AVE,3,32,73
2017,2020,1930,PRIVATE,12,Toronto-St. Paul's,2094 YONGE ST,3,10,72
2017,2020,1970,PRIVATE,12,Toronto-St. Paul's,250 ST CLAIR AVE W,4,45,80
2017,2020,1972,PRIVATE,02,Etobicoke Centre,675 MARTIN GROVE RD,11,126,71
2017,2020,1928,PRIVATE,12,Toronto-St. Paul's,48 MAXWELL AVE,3,29,79
2017,2020,1940,PRIVATE,12,Toronto-St. Paul's,63 MAXWELL AVE,3,33,83
2017,2020,1954,PRIVATE,21,Scarborough Centre,1689 VICTORIA PARK AVE,4,54,76
2017,2020,1923,PRIVATE,12,Toronto-St. Paul's,320 LONSDALE RD,4,32,69
2017,2020,1960,PRIVATE,08,Eglinton-Lawrence,3575 BATHURST ST,7,61,80
2017,2020,1967,PRIVATE,06,York Centre,4222 BATHURST ST,8,77,84
2017,2020,1960,PRIVATE,08,Eglinton-Lawrence,37 WASDALE CRES,3,11,75
2017,2020,1960,PRIVATE,06,York Centre,4340 BATHURST ST,6,50,87
2017,2020,1959,PRIVATE,06,York Centre,2868 KEELE ST,3,30,74
2017,2020,1937,PRIVATE,12,Toronto-St. Paul's,540 RUSSELL HILL RD,5,32,76
2017,2020,1954,PRIVATE,12,Toronto-St. Paul's,555 RUSSELL HILL RD,5,32,82
2017,2020,1960,PRIVATE,16,Don Valley East,878 LAWRENCE AVE E,3,11,79
2017,2020,1960,PRIVATE,21,Scarborough Centre,12 CRAIGTON DR,4,32,71
2017,2020,1958,PRIVATE,21,Scarborough Centre,15 CRAIGTON DR,4,27,81
2017,2020,1957,PRIVATE,03,Etobicoke-Lakeshore,301 PARK LAWN RD,4,25,80
2017,2020,1971,PRIVATE,11,University-Rosedale,666 SPADINA AVE,24,334,90
2017,2020,1960,PRIVATE,08,Eglinton-Lawrence,44 SARANAC BLVD,3,36,87
2017,2020,1945,PRIVATE,15,Don Valley West,958 EGLINTON AVE E,3,24,73
2017,2020,1964,PRIVATE,02,Etobicoke Centre,301 DIXON RD,16,225,67
2017,2020,1969,PRIVATE,02,Etobicoke Centre,345 DIXON RD,10,95,72
2017,2020,1962,PRIVATE,02,Etobicoke Centre,416 THE WESTWAY,9,103,71
2017,2020,1954,PRIVATE,12,Toronto-St. Paul's,45 GARDINER RD,6,41,79
2017,2020,1960,PRIVATE,12,Toronto-St. Paul's,120 ORIOLE PKWY,5,34,70
2019,2020,1954,PRIVATE,21,Scarborough Centre,1589 VICTORIA PARK AVE,4,34,73
2017,2020,1967,PRIVATE,16,Don Valley East,10 ST DENNIS DR,9,325,76
2017,2020,1956,PRIVATE,16,Don Valley East,5 WINGREEN CRT,3,22,87
2017,2020,1955,PRIVATE,12,Toronto-St. Paul's,130 ORIOLE PKWY,4,39,76
2019,2020,1955,PRIVATE,12,Toronto-St. Paul's,240 ORIOLE PKWY,9,44,87
2017,2020,1964,PRIVATE,16,Don Valley East,1840 VICTORIA PARK AVE,12,204,79
2017,2020,1964,PRIVATE,16,Don Valley East,1850 VICTORIA PARK AVE,15,240,80
2017,2020,1957,PRIVATE,03,Etobicoke-Lakeshore,1 NEWHOLM RD,4,27,81
2019,2020,1953,PRIVATE,19,Beaches-East York,1153 O'CONNOR DR,3,11,79
2019,2020,1953,PRIVATE,19,Beaches-East York,1157 O'CONNOR DR,3,11,80
2017,2020,1960,PRIVATE,08,Eglinton-Lawrence,33 WASDALE CRES,3,11,71
2017,2020,1989,SOCIAL HOUSING,06,York Centre,4300 BATHURST ST,11,164,89
2017,2020,1952,PRIVATE,02,Etobicoke Centre,5 BEXHILL CRT,4,13,79
2017,2020,1957,PRIVATE,12,Toronto-St. Paul's,340 LONSDALE RD,6,36,77
2017,2020,1952,PRIVATE,02,Etobicoke Centre,7 BEXHILL CRT,4,13,81
2017,2020,1952,PRIVATE,02,Etobicoke Centre,8 BEXHILL CRT,4,13,80
2017,2020,1952,PRIVATE,02,Etobicoke Centre,9 BEXHILL CRT,4,13,79
2017,2020,1952,PRIVATE,02,Etobicoke Centre,10 BEXHILL CRT,4,13,79
2017,2020,1952,PRIVATE,02,Etobicoke Centre,11 BEXHILL CRT,4,15,78
2017,2020,1962,PRIVATE,20,Scarborough Southwest,534 BIRCHMOUNT RD,4,34,74
2017,2020,1960,PRIVATE,20,Scarborough Southwest,536 BIRCHMOUNT RD,3,28,76
2017,2020,1974,PRIVATE,20,Scarborough Southwest,552 BIRCHMOUNT RD,7,61,78
2017,2020,1952,PRIVATE,02,Etobicoke Centre,12 BEXHILL CRT,4,14,79
2017,2020,1952,PRIVATE,02,Etobicoke Centre,14 BEXHILL CRT,4,14,80
2017,2020,1954,PRIVATE,03,Etobicoke-Lakeshore,12 KINSDALE BLVD,4,16,84
2017,2020,1965,PRIVATE,01,Etobicoke North,55 BRIDESBURG DR,5,61,84
2017,2020,1960,PRIVATE,19,Beaches-East York,156 BARRINGTON AVE,3,12,71
2017,2020,1959,PRIVATE,02,Etobicoke Centre,2 BEXHILL CRT,4,14,80
2017,2020,1959,PRIVATE,02,Etobicoke Centre,3 BEXHILL CRT,4,14,79
2017,2020,1952,PRIVATE,02,Etobicoke Centre,4 BEXHILL CRT,4,13,80
2017,2020,1960,PRIVATE,08,Eglinton-Lawrence,3240 BATHURST ST,3,28,77
2017,2020,1972,PRIVATE,20,Scarborough Southwest,263 PHARMACY AVE,21,329,95
2017,2020,1957,PRIVATE,08,Eglinton-Lawrence,112 RAJAH ST,3,12,75
2017,2020,1927,PRIVATE,19,Beaches-East York,125 KENILWORTH AVE,3,20,76
2017,2020,1954,PRIVATE,05,York South-Weston,5 A JASPER AVE,3,10,64
2017,2020,1960,PRIVATE,05,York South-Weston,31 ROCKCLIFFE BLVD,3,39,79
2017,2020,1973,PRIVATE,12,Toronto-St. Paul's,101 ROEHAMPTON AVE,20,129,78
2017,2020,1960,PRIVATE,08,Eglinton-Lawrence,42 SARANAC BLVD,3,28,87
2017,2020,1960,PRIVATE,08,Eglinton-Lawrence,46 SARANAC BLVD,3,36,81
2018,2020,1960,PRIVATE,08,Eglinton-Lawrence,102 RAJAH ST,3,12,79
2017,2020,1967,PRIVATE,08,Eglinton-Lawrence,104 RAJAH ST,3,11,85
2017,2020,1957,PRIVATE,08,Eglinton-Lawrence,108 RAJAH ST,3,12,75
2017,2020,1957,PRIVATE,08,Eglinton-Lawrence,110 RAJAH ST,3,12,77
2017,2020,1935,PRIVATE,12,Toronto-St. Paul's,448 SPADINA RD,4,32,79
2019,2020,1957,PRIVATE,03,Etobicoke-Lakeshore,20 FOURTEENTH ST,3,12,77
2017,2020,1944,PRIVATE,15,Don Valley West,960 EGLINTON AVE E,3,16,77
2017,2020,1930,PRIVATE,12,Toronto-St. Paul's,196 EGLINTON AVE E,4,25,70
2017,2020,1984,TCHC,01,Etobicoke North,2765 ISLINGTON AVE,14,237,68
2017,2020,1955,PRIVATE,03,Etobicoke-Lakeshore,2 HILL HEIGHTS RD,4,30,82
2017,2020,1962,PRIVATE,03,Etobicoke-Lakeshore,3 HILL HEIGHTS RD,4,38,76
2017,2020,1960,PRIVATE,03,Etobicoke-Lakeshore,4 HILL HEIGHTS RD,4,33,76
2017,2020,1950,PRIVATE,05,York South-Weston,2507 EGLINTON AVE W,4,28,71
2017,2020,1950,PRIVATE,05,York South-Weston,2515 EGLINTON AVE W,4,34,68
2019,2020,1938,PRIVATE,12,Toronto-St. Paul's,110 ORIOLE PKWY,4,33,81
2017,2020,1959,PRIVATE,12,Toronto-St. Paul's,111 ORIOLE PKWY,3,29,76
2017,2020,1967,TCHC,01,Etobicoke North,75 TANDRIDGE CRES,10,221,69
2017,2020,1967,PRIVATE,24,Scarborough-Guildwood,15 ORTON PARK RD,14,147,82
2017,2020,1970,PRIVATE,12,Toronto-St. Paul's,80 MONTCLAIR AVE,6,60,79
2017,2020,1940,SOCIAL HOUSING,19,Beaches-East York,26 NORWOOD RD,3,12,66
2017,2020,1955,PRIVATE,08,Eglinton-Lawrence,35 WASDALE CRES,3,10,68
2017,2020,1960,PRIVATE,08,Eglinton-Lawrence,41 WASDALE CRES,3,11,69
2017,2020,1952,PRIVATE,02,Etobicoke Centre,6 BEXHILL CRT,4,13,80
2017,2020,1956,PRIVATE,12,Toronto-St. Paul's,587 AVENUE RD,3,22,83
2017,2020,1969,TCHC,19,Beaches-East York,444 EAST LUMSDEN,25,183,63
2017,2020,1950,PRIVATE,20,Scarborough Southwest,1633 KINGSTON RD,3,10,64
2017,2020,1950,PRIVATE,20,Scarborough Southwest,1641 KINGSTON RD,3,11,63
2017,2020,1940,PRIVATE,20,Scarborough Southwest,1449 KINGSTON RD,3,14,55
2017,2020,1940,PRIVATE,20,Scarborough Southwest,1463 KINGSTON RD,3,14,55
2017,2020,1953,PRIVATE,02,Etobicoke Centre,20 ANGLESEY BLVD,4,25,78
2017,2020,1955,PRIVATE,12,Toronto-St. Paul's,107 REDPATH AVE,4,31,87
